Date,Category,Amount,Payment Method,Vendor/Location,Month,Day of Week,Transaction Count,Cumulative Monthly Spend,Transaction Type,Seasonality Indicator,Historical Spend
2024-04-12 11:53:01.755563,Miscellaneous,74.38,Mobile Payment,Store C,4,Friday,3,592.31,Miscellaneous,Regular,151.22
2024-04-12 11:53:01.755563,Miscellaneous,96.52,Credit Card,Store A,4,Friday,3,688.83,Miscellaneous,Regular,74.38
2024-04-13 11:53:01.755563,Miscellaneous,48.51,Cash,Store D,4,Saturday,1,737.34,Miscellaneous,Regular,96.52
2024-04-13 11:53:01.755563,Dining,185.5,Credit Card,Store C,4,Saturday,1,669.38,Takeout,Regular,139.7
2024-04-14 11:53:01.755563,Miscellaneous,38.37,Mobile Payment,Store E,4,Sunday,2,775.71,Miscellaneous,Regular,48.51
2024-04-14 11:53:01.755563,Miscellaneous,56.97,Cash,Store C,4,Sunday,2,832.68,Miscellaneous,Regular,38.37
2024-04-15 11:53:01.755563,Dining,62.1,Cash,Store A,4,Monday,1,731.48,Takeout,Regular,185.5
2024-04-15 11:53:01.755563,Utilities,42.99,Debit Card,Store D,4,Monday,1,394.05,Utilities,Regular,197.35
2024-04-15 11:53:01.755563,Entertainment,41.31,Debit Card,Store C,4,Monday,1,623.87,Entertainment,Regular,38.18
2024-04-16 11:53:01.755563,Transportation,38.33,Credit Card,Store B,4,Tuesday,1,618.86,Transportation,Regular,79.63
2024-04-16 11:53:01.755563,Entertainment,65.63,Credit Card,Store E,4,Tuesday,2,689.5,Entertainment,Regular,41.31
2024-04-16 11:53:01.755563,Groceries,42.9,Debit Card,Store A,4,Tuesday,1,383.23,Groceries,Regular,26.4
2024-04-16 11:53:01.755563,Entertainment,158.48,Mobile Payment,Store B,4,Tuesday,2,847.98,Entertainment,Regular,65.63
2024-04-16 11:53:01.755563,Utilities,12.27,Cash,Store C,4,Tuesday,1,406.32,Utilities,Regular,42.99
2024-04-17 11:53:01.755563,Transportation,32.75,Debit Card,Store D,4,Wednesday,2,651.61,Transportation,Regular,38.33
2024-04-17 11:53:01.755563,Transportation,153.98,Cash,Store A,4,Wednesday,2,805.5899999999999,Transportation,Regular,32.75
2024-04-18 11:53:01.755563,Miscellaneous,68.04,Mobile Payment,Store E,4,Thursday,1,900.72,Miscellaneous,Regular,56.97
2024-04-18 11:53:01.755563,Utilities,129.1,Cash,Store B,4,Thursday,1,535.42,Utilities,Regular,12.27
2024-04-19 11:53:01.755563,Miscellaneous,131.17,Cash,Store A,4,Friday,1,1031.8899999999999,Miscellaneous,Regular,68.04
2024-04-19 11:53:01.755563,Transportation,128.16,Cash,Store C,4,Friday,1,933.75,Transportation,Regular,153.98
2024-04-20 11:53:01.755563,Groceries,189.67,Credit Card,Store A,4,Saturday,1,572.9,Groceries,Regular,42.9
2024-04-21 11:53:01.755563,Dining,72.14,Debit Card,Store C,4,Sunday,1,803.62,Takeout,Regular,62.1
2024-04-21 11:53:01.755563,Transportation,138.5,Credit Card,Store D,4,Sunday,1,1072.25,Transportation,Regular,128.16
2024-04-21 11:53:01.755563,Utilities,18.59,Mobile Payment,Store E,4,Sunday,1,554.01,Utilities,Regular,129.1
2024-04-22 11:53:01.755563,Miscellaneous,79.27,Debit Card,Store C,4,Monday,1,1111.16,Miscellaneous,Regular,131.17
2024-04-22 11:53:01.755563,Transportation,144.09,Credit Card,Store A,4,Monday,1,1216.34,Transportation,Regular,138.5
2024-04-22 11:53:01.755563,Utilities,20.51,Debit Card,Store B,4,Monday,1,574.52,Utilities,Regular,18.59
2024-04-22 11:53:01.755563,Groceries,193.26,Credit Card,Store D,4,Monday,1,766.16,Groceries,Regular,189.67
2024-04-23 11:53:01.755563,Transportation,72.89,Cash,Store B,4,Tuesday,2,1289.23,Transportation,Regular,144.09
2024-04-23 11:53:01.755563,Transportation,135.33,Debit Card,Store E,4,Tuesday,2,1424.56,Transportation,Regular,72.89
2024-04-23 11:53:01.755563,Groceries,67.6,Mobile Payment,Store D,4,Tuesday,1,833.76,Groceries,Regular,193.26
2024-04-23 11:53:01.755563,Utilities,107.85,Cash,Store D,4,Tuesday,1,682.37,Utilities,Regular,20.51
2024-04-24 11:53:01.755563,Miscellaneous,87.97,Mobile Payment,Store D,4,Wednesday,1,1199.1299999999999,Miscellaneous,Regular,79.27
2024-04-24 11:53:01.755563,Dining,126.65,Debit Card,Store D,4,Wednesday,2,930.27,Takeout,Regular,72.14
2024-04-24 11:53:01.755563,Utilities,44.6,Debit Card,Store E,4,Wednesday,1,726.97,Utilities,Regular,107.85
2024-04-24 11:53:01.755563,Dining,73.13,Mobile Payment,Store B,4,Wednesday,2,1003.4,Takeout,Regular,126.65
2024-04-25 11:53:01.755563,Entertainment,143.46,Credit Card,Store E,4,Thursday,1,991.44,Entertainment,Regular,158.48
2024-04-25 11:53:01.755563,Groceries,37.58,Mobile Payment,Store E,4,Thursday,1,871.3399999999999,Groceries,Regular,67.6
2024-04-25 11:53:01.755563,Miscellaneous,39.24,Mobile Payment,Store B,4,Thursday,1,1238.37,Miscellaneous,Regular,87.97
2024-04-25 11:53:01.755563,Dining,108.98,Mobile Payment,Store B,4,Thursday,1,1112.3799999999999,Takeout,Regular,73.13
2024-04-26 11:53:01.755563,Dining,12.8,Mobile Payment,Store A,4,Friday,1,1125.18,Takeout,Regular,108.98
2024-04-26 11:53:01.755563,Entertainment,80.85,Mobile Payment,Store C,4,Friday,1,1072.29,Entertainment,Regular,143.46
2024-04-26 11:53:01.755563,Utilities,27.32,Credit Card,Store A,4,Friday,1,754.29,Utilities,Regular,44.6
2024-04-27 11:53:01.755563,Groceries,158.62,Credit Card,Store E,4,Saturday,1,1029.96,Groceries,Regular,37.58
2024-04-28 11:53:01.755563,Miscellaneous,35.07,Debit Card,Store E,4,Sunday,2,1273.44,Miscellaneous,Regular,39.24
2024-04-28 11:53:01.755563,Transportation,157.64,Credit Card,Store D,4,Sunday,2,1582.2,Transportation,Regular,135.33
2024-04-28 11:53:01.755563,Miscellaneous,141.09,Cash,Store B,4,Sunday,2,1414.53,Miscellaneous,Regular,35.07
2024-04-28 11:53:01.755563,Groceries,186.14,Mobile Payment,Store D,4,Sunday,1,1216.1,Groceries,Regular,158.62
2024-04-28 11:53:01.755563,Transportation,179.71,Debit Card,Store A,4,Sunday,2,1761.91,Transportation,Regular,157.64
2024-04-29 11:53:01.755563,Utilities,109.95,Credit Card,Store A,4,Monday,4,864.24,Utilities,Regular,27.32
2024-04-29 11:53:01.755563,Utilities,92.49,Credit Card,Store A,4,Monday,4,956.73,Utilities,Regular,109.95
2024-04-29 11:53:01.755563,Utilities,48.81,Debit Card,Store C,4,Monday,4,1005.54,Utilities,Regular,92.49
2024-04-29 11:53:01.755563,Utilities,165.49,Debit Card,Store A,4,Monday,4,1171.03,Utilities,Regular,48.81
2024-04-30 11:53:01.755563,Miscellaneous,103.87,Mobile Payment,Store A,4,Tuesday,1,1518.4,Miscellaneous,Regular,141.09
2024-04-30 11:53:01.755563,Utilities,59.49,Cash,Store D,4,Tuesday,1,1230.52,Utilities,Regular,165.49
2024-05-01 11:53:01.755563,Groceries,99.38,Cash,Store C,5,Wednesday,1,99.38,Groceries,Regular,186.14
2024-05-02 11:53:01.755563,Groceries,21.41,Credit Card,Store A,5,Thursday,1,120.78999999999999,Groceries,Regular,99.38
2024-05-02 11:53:01.755563,Transportation,148.3,Debit Card,Store D,5,Thursday,1,148.3,Transportation,Regular,179.71
2024-05-02 11:53:01.755563,Utilities,195.48,Debit Card,Store E,5,Thursday,1,195.48,Utilities,Regular,59.49
2024-05-03 11:53:01.755563,Entertainment,121.87,Credit Card,Store B,5,Friday,1,121.87,Entertainment,Regular,80.85
2024-05-03 11:53:01.755563,Groceries,100.39,Credit Card,Store D,5,Friday,3,221.18,Groceries,Regular,21.41
2024-05-03 11:53:01.755563,Groceries,79.96,Credit Card,Store C,5,Friday,3,301.14,Groceries,Regular,100.39
2024-05-03 11:53:01.755563,Dining,181.28,Mobile Payment,Store B,5,Friday,1,181.28,Takeout,Regular,12.8
2024-05-03 11:53:01.755563,Groceries,162.37,Credit Card,Store D,5,Friday,3,463.51,Groceries,Regular,79.96
2024-05-04 11:53:01.755563,Transportation,194.71,Credit Card,Store C,5,Saturday,2,343.01,Transportation,Regular,148.3
2024-05-04 11:53:01.755563,Entertainment,53.22,Mobile Payment,Store D,5,Saturday,1,175.09,Entertainment,Regular,121.87
2024-05-04 11:53:01.755563,Groceries,52.56,Cash,Store E,5,Saturday,2,516.0699999999999,Groceries,Regular,162.37
2024-05-04 11:53:01.755563,Groceries,112.56,Cash,Store C,5,Saturday,2,628.63,Groceries,Regular,52.56
2024-05-04 11:53:01.755563,Transportation,35.76,Debit Card,Store E,5,Saturday,2,378.77000000000004,Transportation,Regular,194.71
2024-05-05 11:53:01.755563,Entertainment,151.69,Cash,Store A,5,Sunday,1,326.78,Entertainment,Regular,53.22
2024-05-06 11:53:01.755563,Entertainment,130.34,Debit Card,Store E,5,Monday,1,457.12,Entertainment,Regular,151.69
2024-05-06 11:53:01.755563,Transportation,173.53,Cash,Store A,5,Monday,1,552.3,Transportation,Regular,35.76
2024-05-06 11:53:01.755563,Utilities,127.72,Mobile Payment,Store D,5,Monday,2,323.2,Utilities,Regular,195.48
2024-05-06 11:53:01.755563,Utilities,15.59,Cash,Store B,5,Monday,2,338.78999999999996,Utilities,Regular,127.72
2024-05-06 11:53:01.755563,Dining,167.87,Mobile Payment,Store A,5,Monday,1,349.15,Takeout,Regular,181.28
2024-05-07 11:53:01.755563,Transportation,19.69,Debit Card,Store D,5,Tuesday,1,571.99,Transportation,Regular,173.53
2024-05-07 11:53:01.755563,Entertainment,124.12,Cash,Store A,5,Tuesday,1,581.24,Entertainment,Regular,130.34
2024-05-08 11:53:01.755563,Dining,70.72,Mobile Payment,Store C,5,Wednesday,2,419.87,Takeout,Regular,167.87
2024-05-08 11:53:01.755563,Groceries,160.57,Credit Card,Store E,5,Wednesday,1,789.2,Groceries,Regular,112.56
2024-05-08 11:53:01.755563,Entertainment,64.6,Credit Card,Store A,5,Wednesday,1,645.84,Entertainment,Regular,124.12
2024-05-08 11:53:01.755563,Utilities,69.41,Credit Card,Store C,5,Wednesday,1,408.2,Utilities,Regular,15.59
2024-05-08 11:53:01.755563,Dining,165.25,Credit Card,Store B,5,Wednesday,2,585.12,Takeout,Regular,70.72
2024-05-09 11:53:01.755563,Groceries,179.02,Credit Card,Store A,5,Thursday,2,968.22,Groceries,Regular,160.57
2024-05-09 11:53:01.755563,Groceries,85.17,Debit Card,Store E,5,Thursday,2,1053.39,Groceries,Regular,179.02
2024-05-09 11:53:01.755563,Transportation,108.27,Debit Card,Store A,5,Thursday,2,680.26,Transportation,Regular,19.69
2024-05-09 11:53:01.755563,Transportation,11.65,Mobile Payment,Store D,5,Thursday,2,691.91,Transportation,Regular,108.27
2024-05-10 11:53:01.755563,Groceries,162.98,Credit Card,Store A,5,Friday,2,1216.37,Groceries,Regular,85.17
2024-05-10 11:53:01.755563,Dining,57.38,Credit Card,Store D,5,Friday,1,642.5,Takeout,Regular,165.25
2024-05-10 11:53:01.755563,Utilities,148.82,Mobile Payment,Store A,5,Friday,1,557.02,Utilities,Regular,69.41
2024-05-10 11:53:01.755563,Groceries,64.79,Debit Card,Store B,5,Friday,2,1281.16,Groceries,Regular,162.98
2024-05-11 11:53:01.755563,Miscellaneous,145.02,Credit Card,Store C,5,Saturday,1,145.02,Miscellaneous,Regular,103.87
2024-05-11 11:53:01.755563,Utilities,33.81,Debit Card,Store E,5,Saturday,1,590.8299999999999,Utilities,Regular,148.82
2024-05-12 11:53:01.755563,Transportation,99.92,Debit Card,Store C,5,Sunday,1,791.83,Transportation,Regular,11.65
2024-05-12 11:53:01.755563,Dining,102.42,Cash,Store B,5,Sunday,2,744.9200000000001,Takeout,Regular,57.38
2024-05-12 11:53:01.755563,Dining,50.73,Cash,Store E,5,Sunday,2,795.65,Takeout,Regular,102.42
2024-05-13 11:53:01.755563,Utilities,30.78,Credit Card,Store D,5,Monday,1,621.61,Utilities,Regular,33.81
2024-05-14 11:53:01.755563,Miscellaneous,163.3,Mobile Payment,Store C,5,Tuesday,1,308.32000000000005,Miscellaneous,Regular,145.02
2024-05-14 11:53:01.755563,Entertainment,131.04,Cash,Store B,5,Tuesday,1,776.88,Entertainment,Regular,64.6
2024-05-14 11:53:01.755563,Utilities,122.36,Cash,Store D,5,Tuesday,1,743.97,Utilities,Regular,30.78
2024-05-15 11:53:01.755563,Dining,192.15,Cash,Store B,5,Wednesday,3,987.8,Takeout,Regular,50.73
2024-05-15 11:53:01.755563,Dining,186.89,Cash,Store C,5,Wednesday,3,1174.69,Takeout,Regular,192.15
2024-05-15 11:53:01.755563,Dining,128.04,Credit Card,Store D,5,Wednesday,3,1302.73,Takeout,Regular,186.89
2024-05-16 11:53:01.755563,Utilities,25.8,Mobile Payment,Store D,5,Thursday,1,769.77,Utilities,Regular,122.36
2024-05-16 11:53:01.755563,Miscellaneous,26.04,Mobile Payment,Store B,5,Thursday,2,334.36,Miscellaneous,Regular,163.3
2024-05-16 11:53:01.755563,Miscellaneous,102.4,Cash,Store C,5,Thursday,2,436.76,Miscellaneous,Regular,26.04
2024-05-16 11:53:01.755563,Entertainment,14.29,Mobile Payment,Store C,5,Thursday,2,791.17,Entertainment,Regular,131.04
2024-05-16 11:53:01.755563,Entertainment,189.12,Cash,Store B,5,Thursday,2,980.29,Entertainment,Regular,14.29
2024-05-17 11:53:01.755563,Groceries,29.8,Mobile Payment,Store D,5,Friday,1,1310.96,Groceries,Regular,64.79
2024-05-17 11:53:01.755563,Dining,172.63,Mobile Payment,Store D,5,Friday,1,1475.36,Takeout,Regular,128.04
2024-05-18 11:53:01.755563,Miscellaneous,67.79,Mobile Payment,Store D,5,Saturday,1,504.55,Miscellaneous,Regular,102.4
2024-05-18 11:53:01.755563,Entertainment,111.51,Cash,Store D,5,Saturday,1,1091.8,Entertainment,Regular,189.12
2024-05-18 11:53:01.755563,Utilities,78.33,Cash,Store E,5,Saturday,1,848.1,Utilities,Regular,25.8
2024-05-19 11:53:01.755563,Miscellaneous,51.85,Mobile Payment,Store A,5,Sunday,1,556.4,Miscellaneous,Regular,67.79
2024-05-19 11:53:01.755563,Entertainment,172.06,Credit Card,Store E,5,Sunday,1,1263.8600000000001,Entertainment,Regular,111.51
2024-05-19 11:53:01.755563,Dining,132.86,Debit Card,Store D,5,Sunday,1,1608.22,Takeout,Regular,172.63
2024-05-20 11:53:01.755563,Transportation,18.47,Debit Card,Store E,5,Monday,1,810.3,Transportation,Regular,99.92
2024-05-21 11:53:01.755563,Entertainment,197.62,Cash,Store B,5,Tuesday,1,1461.48,Entertainment,Regular,172.06
2024-05-21 11:53:01.755563,Transportation,94.09,Credit Card,Store E,5,Tuesday,1,904.39,Transportation,Regular,18.47
2024-05-21 11:53:01.755563,Dining,41.07,Credit Card,Store A,5,Tuesday,2,1649.29,Takeout,Regular,132.86
2024-05-21 11:53:01.755563,Dining,132.0,Cash,Store D,5,Tuesday,2,1781.29,Takeout,Regular,41.07
2024-05-21 11:53:01.755563,Miscellaneous,17.75,Mobile Payment,Store B,5,Tuesday,1,574.15,Miscellaneous,Regular,51.85
2024-05-22 11:53:01.755563,Utilities,194.55,Credit Card,Store E,5,Wednesday,2,1042.65,Utilities,Regular,78.33
2024-05-22 11:53:01.755563,Utilities,128.67,Cash,Store A,5,Wednesday,2,1171.32,Utilities,Regular,194.55
2024-05-22 11:53:01.755563,Dining,47.99,Mobile Payment,Store A,5,Wednesday,1,1829.28,Takeout,Regular,132.0
2024-05-23 11:53:01.755563,Transportation,140.86,Debit Card,Store B,5,Thursday,2,1045.25,Transportation,Regular,94.09
2024-05-23 11:53:01.755563,Entertainment,159.49,Credit Card,Store E,5,Thursday,1,1620.97,Entertainment,Regular,197.62
2024-05-23 11:53:01.755563,Transportation,195.32,Debit Card,Store E,5,Thursday,2,1240.57,Transportation,Regular,140.86
2024-05-23 11:53:01.755563,Miscellaneous,193.56,Credit Card,Store B,5,Thursday,1,767.71,Miscellaneous,Regular,17.75
2024-05-23 11:53:01.755563,Groceries,79.69,Credit Card,Store D,5,Thursday,1,1390.65,Groceries,Regular,29.8
2024-05-24 11:53:01.755563,Dining,114.9,Cash,Store B,5,Friday,1,1944.18,Takeout,Regular,47.99
2024-05-24 11:53:01.755563,Groceries,55.01,Mobile Payment,Store A,5,Friday,2,1445.66,Groceries,Regular,79.69
2024-05-24 11:53:01.755563,Utilities,74.28,Debit Card,Store B,5,Friday,1,1245.6,Utilities,Regular,128.67
2024-05-24 11:53:01.755563,Entertainment,53.7,Credit Card,Store E,5,Friday,1,1674.67,Entertainment,Regular,159.49
2024-05-24 11:53:01.755563,Groceries,170.85,Mobile Payment,Store D,5,Friday,2,1616.51,Groceries,Regular,55.01
2024-05-25 11:53:01.755563,Transportation,91.4,Credit Card,Store A,5,Saturday,1,1331.97,Transportation,Regular,195.32
2024-05-25 11:53:01.755563,Miscellaneous,74.43,Credit Card,Store B,5,Saturday,1,842.1400000000001,Miscellaneous,Regular,193.56
2024-05-25 11:53:01.755563,Entertainment,7.35,Cash,Store E,5,Saturday,1,1682.02,Entertainment,Regular,53.7
2024-05-25 11:53:01.755563,Utilities,146.03,Cash,Store C,5,Saturday,1,1391.6299999999999,Utilities,Regular,74.28
2024-05-25 11:53:01.755563,Groceries,175.94,Debit Card,Store D,5,Saturday,1,1792.45,Groceries,Regular,170.85
2024-05-26 11:53:01.755563,Entertainment,181.36,Credit Card,Store B,5,Sunday,1,1863.38,Entertainment,Regular,7.35
2024-05-26 11:53:01.755563,Utilities,95.27,Mobile Payment,Store A,5,Sunday,2,1486.8999999999999,Utilities,Regular,146.03
2024-05-26 11:53:01.755563,Utilities,151.2,Credit Card,Store D,5,Sunday,2,1638.1,Utilities,Regular,95.27
2024-05-26 11:53:01.755563,Groceries,130.7,Cash,Store E,5,Sunday,1,1923.15,Groceries,Regular,175.94
2024-05-26 11:53:01.755563,Miscellaneous,43.69,Debit Card,Store D,5,Sunday,1,885.83,Miscellaneous,Regular,74.43
2024-05-27 11:53:01.755563,Utilities,121.78,Mobile Payment,Store C,5,Monday,1,1759.8799999999999,Utilities,Regular,151.2
2024-05-27 11:53:01.755563,Entertainment,156.29,Debit Card,Store D,5,Monday,1,2019.67,Entertainment,Regular,181.36
2024-05-27 11:53:01.755563,Groceries,48.53,Credit Card,Store E,5,Monday,1,1971.68,Groceries,Regular,130.7
2024-05-28 11:53:01.755563,Miscellaneous,190.16,Credit Card,Store D,5,Tuesday,1,1075.99,Miscellaneous,Regular,43.69
2024-05-28 11:53:01.755563,Dining,181.29,Debit Card,Store A,5,Tuesday,1,2125.47,Takeout,Regular,114.9
2024-05-28 11:53:01.755563,Utilities,118.32,Debit Card,Store B,5,Tuesday,1,1878.2,Utilities,Regular,121.78
2024-05-28 11:53:01.755563,Groceries,7.32,Mobile Payment,Store B,5,Tuesday,1,1979.0,Groceries,Regular,48.53
2024-05-29 11:53:01.755563,Miscellaneous,113.21,Mobile Payment,Store E,5,Wednesday,2,1189.2,Miscellaneous,Regular,190.16
2024-05-29 11:53:01.755563,Groceries,66.6,Debit Card,Store D,5,Wednesday,2,2045.6,Groceries,Regular,7.32
2024-05-29 11:53:01.755563,Groceries,198.59,Cash,Store E,5,Wednesday,2,2244.19,Groceries,Regular,66.6
2024-05-29 11:53:01.755563,Miscellaneous,170.3,Cash,Store B,5,Wednesday,2,1359.5,Miscellaneous,Regular,113.21
2024-05-29 11:53:01.755563,Entertainment,162.77,Mobile Payment,Store A,5,Wednesday,1,2182.44,Entertainment,Regular,156.29
2024-05-30 11:53:01.755563,Dining,51.06,Cash,Store C,5,Thursday,1,2176.53,Takeout,Regular,181.29
2024-05-31 11:53:01.755563,Entertainment,194.02,Mobile Payment,Store A,5,Friday,1,2376.46,Entertainment,Regular,162.77
2024-05-31 11:53:01.755563,Dining,75.42,Debit Card,Store D,5,Friday,1,2251.95,Takeout,Regular,51.06
2024-06-01 11:53:01.755563,Entertainment,129.87,Debit Card,Store C,6,Saturday,2,129.87,Entertainment,Regular,194.02
2024-06-01 11:53:01.755563,Transportation,180.83,Credit Card,Store B,6,Saturday,3,180.83,Transportation,Regular,91.4
2024-06-01 11:53:01.755563,Transportation,19.37,Credit Card,Store D,6,Saturday,3,200.20000000000002,Transportation,Regular,180.83
2024-06-01 11:53:01.755563,Transportation,171.3,Mobile Payment,Store C,6,Saturday,3,371.5,Transportation,Regular,19.37
2024-06-01 11:53:01.755563,Entertainment,77.87,Cash,Store B,6,Saturday,2,207.74,Entertainment,Regular,129.87
2024-06-02 11:53:01.755563,Utilities,193.13,Credit Card,Store D,6,Sunday,1,193.13,Utilities,Regular,118.32
2024-06-02 11:53:01.755563,Miscellaneous,168.72,Credit Card,Store C,6,Sunday,1,168.72,Miscellaneous,Regular,170.3
2024-06-03 11:53:01.755563,Transportation,58.26,Debit Card,Store A,6,Monday,1,429.76000000000005,Transportation,Regular,171.3
2024-06-03 11:53:01.755563,Miscellaneous,63.06,Mobile Payment,Store D,6,Monday,1,231.78,Miscellaneous,Regular,168.72
2024-06-03 11:53:01.755563,Groceries,12.37,Mobile Payment,Store E,6,Monday,1,12.37,Groceries,Regular,198.59
2024-06-03 11:53:01.755563,Utilities,53.22,Cash,Store A,6,Monday,1,246.35,Utilities,Regular,193.13
2024-06-04 11:53:01.755563,Transportation,39.24,Credit Card,Store B,6,Tuesday,1,469.0,Transportation,Regular,58.26
2024-06-04 11:53:01.755563,Dining,40.98,Mobile Payment,Store B,6,Tuesday,2,40.98,Takeout,Regular,75.42
2024-06-04 11:53:01.755563,Dining,55.72,Cash,Store B,6,Tuesday,2,96.69999999999999,Takeout,Regular,40.98
2024-06-05 11:53:01.755563,Transportation,9.92,Cash,Store C,6,Wednesday,1,478.92,Transportation,Regular,39.24
2024-06-05 11:53:01.755563,Utilities,106.8,Credit Card,Store B,6,Wednesday,2,353.15,Utilities,Regular,53.22
2024-06-05 11:53:01.755563,Utilities,70.72,Mobile Payment,Store D,6,Wednesday,2,423.87,Utilities,Regular,106.8
2024-06-06 11:53:01.755563,Groceries,21.6,Debit Card,Store D,6,Thursday,1,33.97,Groceries,Regular,12.37
2024-06-06 11:53:01.755563,Entertainment,98.97,Credit Card,Store B,6,Thursday,1,306.71000000000004,Entertainment,Regular,77.87
2024-06-06 11:53:01.755563,Utilities,66.74,Mobile Payment,Store C,6,Thursday,1,490.61,Utilities,Regular,70.72
2024-06-07 11:53:01.755563,Groceries,196.26,Debit Card,Store C,6,Friday,1,230.23,Groceries,Regular,21.6
2024-06-07 11:53:01.755563,Transportation,142.32,Cash,Store B,6,Friday,1,621.24,Transportation,Regular,9.92
2024-06-07 11:53:01.755563,Dining,148.19,Debit Card,Store C,6,Friday,1,244.89,Takeout,Regular,55.72
2024-06-07 11:53:01.755563,Utilities,194.55,Mobile Payment,Store E,6,Friday,1,685.16,Utilities,Regular,66.74
2024-06-08 11:53:01.755563,Entertainment,68.49,Mobile Payment,Store B,6,Saturday,1,375.2,Entertainment,Regular,98.97
2024-06-09 11:53:01.755563,Transportation,123.98,Credit Card,Store D,6,Sunday,1,745.22,Transportation,Regular,142.32
2024-06-09 11:53:01.755563,Dining,124.54,Debit Card,Store B,6,Sunday,1,369.43,Takeout,Regular,148.19
2024-06-09 11:53:01.755563,Groceries,163.35,Mobile Payment,Store E,6,Sunday,2,393.58,Groceries,Regular,196.26
2024-06-09 11:53:01.755563,Groceries,131.91,Credit Card,Store A,6,Sunday,2,525.49,Groceries,Regular,163.35
2024-06-10 11:53:01.755563,Entertainment,89.22,Credit Card,Store D,6,Monday,1,464.42,Entertainment,Regular,68.49
2024-06-10 11:53:01.755563,Utilities,173.45,Debit Card,Store A,6,Monday,3,858.61,Utilities,Regular,194.55
2024-06-10 11:53:01.755563,Utilities,85.44,Mobile Payment,Store C,6,Monday,3,944.05,Utilities,Regular,173.45
2024-06-10 11:53:01.755563,Groceries,108.27,Cash,Store D,6,Monday,1,633.76,Groceries,Regular,131.91
2024-06-10 11:53:01.755563,Utilities,181.37,Credit Card,Store C,6,Monday,3,1125.42,Utilities,Regular,85.44
2024-06-11 11:53:01.755563,Transportation,106.91,Debit Card,Store E,6,Tuesday,1,852.13,Transportation,Regular,123.98
2024-06-11 11:53:01.755563,Dining,30.83,Cash,Store B,6,Tuesday,3,400.26,Takeout,Regular,124.54
2024-06-11 11:53:01.755563,Dining,137.48,Debit Card,Store C,6,Tuesday,3,537.74,Takeout,Regular,30.83
2024-06-11 11:53:01.755563,Dining,30.15,Debit Card,Store A,6,Tuesday,3,567.89,Takeout,Regular,137.48
2024-06-12 11:53:01.755563,Transportation,154.96,Debit Card,Store E,6,Wednesday,1,1007.09,Transportation,Regular,106.91
2024-06-12 11:53:01.755563,Entertainment,115.98,Debit Card,Store D,6,Wednesday,1,580.4,Entertainment,Regular,89.22
2024-06-12 11:53:01.755563,Utilities,163.35,Cash,Store A,6,Wednesday,1,1288.77,Utilities,Regular,181.37
2024-06-13 11:53:01.755563,Miscellaneous,128.04,Credit Card,Store C,6,Thursday,2,359.82,Miscellaneous,Regular,63.06
2024-06-13 11:53:01.755563,Miscellaneous,83.03,Debit Card,Store C,6,Thursday,2,442.85,Miscellaneous,Regular,128.04
2024-06-13 11:53:01.755563,Dining,5.87,Debit Card,Store C,6,Thursday,2,573.76,Takeout,Regular,30.15
2024-06-13 11:53:01.755563,Dining,99.17,Mobile Payment,Store C,6,Thursday,2,672.93,Takeout,Regular,5.87
2024-06-14 11:53:01.755563,Dining,21.53,Mobile Payment,Store B,6,Friday,1,694.46,Takeout,Regular,99.17
2024-06-14 11:53:01.755563,Entertainment,69.37,Credit Card,Store E,6,Friday,1,649.77,Entertainment,Regular,115.98
2024-06-15 11:53:01.755563,Miscellaneous,47.74,Mobile Payment,Store C,6,Saturday,1,490.59,Miscellaneous,Regular,83.03
2024-06-15 11:53:01.755563,Transportation,5.77,Credit Card,Store C,6,Saturday,1,1012.86,Transportation,Regular,154.96
2024-06-16 11:53:01.755563,Utilities,189.19,Cash,Store A,6,Sunday,1,1477.96,Utilities,Regular,163.35
2024-06-17 11:53:01.755563,Groceries,42.46,Credit Card,Store B,6,Monday,2,676.22,Groceries,Regular,108.27
2024-06-17 11:53:01.755563,Groceries,160.06,Credit Card,Store B,6,Monday,2,836.28,Groceries,Regular,42.46
2024-06-17 11:53:01.755563,Miscellaneous,192.97,Mobile Payment,Store A,6,Monday,1,683.56,Miscellaneous,Regular,47.74
2024-06-17 11:53:01.755563,Transportation,182.23,Credit Card,Store C,6,Monday,1,1195.0900000000001,Transportation,Regular,5.77
2024-06-17 11:53:01.755563,Utilities,49.71,Credit Card,Store A,6,Monday,1,1527.67,Utilities,Regular,189.19
2024-06-18 11:53:01.755563,Entertainment,141.02,Debit Card,Store D,6,Tuesday,1,790.79,Entertainment,Regular,69.37
2024-06-18 11:53:01.755563,Dining,68.9,Credit Card,Store B,6,Tuesday,1,763.36,Takeout,Regular,21.53
2024-06-18 11:53:01.755563,Miscellaneous,193.83,Cash,Store E,6,Tuesday,1,877.39,Miscellaneous,Regular,192.97
2024-06-18 11:53:01.755563,Utilities,28.57,Credit Card,Store B,6,Tuesday,2,1556.24,Utilities,Regular,49.71
2024-06-18 11:53:01.755563,Utilities,100.34,Cash,Store E,6,Tuesday,2,1656.58,Utilities,Regular,28.57
2024-06-19 11:53:01.755563,Miscellaneous,124.02,Mobile Payment,Store B,6,Wednesday,2,1001.41,Miscellaneous,Regular,193.83
2024-06-19 11:53:01.755563,Dining,87.86,Mobile Payment,Store C,6,Wednesday,1,851.22,Takeout,Regular,68.9
